,LONGITUD,LATITUD,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT,TOX_FIS_SUP_15_UT,SEMAFORO,GRUPO,Coordenadas
1732,-99.32564,18.63035,2.0,20.7,58.3,14136.0,4352.0,93.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-99.32564 18.63035)
1733,-99.33324,18.62011,7.0,148.15,833.0,68670.0,43520.0,96.6,1.0,1.0,1.0,Rojo,LOTICO,POINT (-99.33324 18.62011)
1734,-99.31494,18.59042,9.2,161.15,579.0,241960.0,198630.0,81.3,1.0,1.0,1.0,Rojo,LOTICO,POINT (-99.31494 18.59042)
1735,-99.23193,18.765,15.1,80.58,346.2,241960.0,241960.0,75.4,1.0,1.0,1.0,Rojo,LOTICO,POINT (-99.23193 18.765)
1736,-99.26756,18.54599,2.0,69.35,478.4,81640.0,34480.0,94.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-99.26756 18.54599)
1737,-99.17645,18.49248,2.0,106.0,347.33,46110.0,27000.0,80.1,1.0,1.0,1.0,Rojo,LOTICO,POINT (-99.17645 18.49248)
1738,-99.37758,18.70052,2.0,78.5,388.67,12033.0,5247.0,79.5,1.0,1.0,1.0,Rojo,LOTICO,POINT (-99.37758 18.70052)
1739,-99.32616,18.64085,2.0,24.84,52.8,32550.0,1376.0,100.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-99.32616 18.64085)
1740,-99.33588,18.74361,4.6,76.08,10.0,31.0,10.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-99.33588 18.74361)
1741,-99.32953,18.76496,2.0,14.9,10.0,1309.0,199.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-99.32953 18.76496)
1742,-99.22705,18.87183,11.8,32.25,190.67,241960.0,241960.0,96.5,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-99.22705 18.87183)
1743,-99.42401,18.73406,2.0,138.5,1032.0,241960.0,198630.0,83.5,1.0,1.0,1.0,Rojo,LOTICO,POINT (-99.42401 18.73406)
1744,-97.69028,17.23999,3.71,30.14,274.07,930.0,30.0,40.3,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-97.69028 17.23999)
1745,-97.78835,17.66388,3.14,89.43,8133.33,24000.0,40.0,49.3,1.0,1.0,1.0,Rojo,LOTICO,POINT (-97.78835 17.66388)
1746,-97.82537,17.72424,2.0,20.86,11.0,4600.0,2400.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-97.82537 17.72424)
1747,-97.815,17.73132,2.0,18.71,39.0,230.0,110.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-97.815 17.73132)
1748,-97.81091,17.73188,2.0,16.21,10.0,430.0,200.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-97.81091 17.73188)
1749,-97.81839,17.74064,2.0,60.5,10.0,1500.0,750.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-97.81839 17.74064)
1750,-97.81324,17.73702,2.0,20.86,11.0,4600.0,2400.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-97.81324 17.73702)
1751,-97.78693,17.77557,4.0,32.64,227.66,24000.0,24000.0,40.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-97.78693 17.77557)
1752,-98.27802,17.52425,2.0,19.43,1525.0,24000.0,1500.0,47.8,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-98.27802 17.52425)
1753,-98.01239,17.58472,2.29,53.71,3800.0,24000.0,110.0,47.6,1.0,1.0,1.0,Rojo,LOTICO,POINT (-98.01239 17.58472)
1754,-97.57397,17.69014,2.29,39.79,7133.33,24000.0,70.0,39.8,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-97.57397 17.69014)
1755,-98.71334,18.58528,7.88,13.31,12.6,677.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-98.71334 18.58528)
1756,-98.70934,18.60751,22.2,25.79,20.3,295.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-98.70934 18.60751)
1757,-98.7514,18.64657,21.2,24.13,45.7,218.0,175.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-98.7514 18.64657)
1758,-97.72923,17.82461,2.71,51.21,372.13,24000.0,11000.0,47.8,1.0,1.0,1.0,Rojo,LOTICO,POINT (-97.72923 17.82461)
1759,-98.14861,17.86189,3.38,71.57,2700.0,24000.0,150.0,47.3,1.0,1.0,1.0,Rojo,LOTICO,POINT (-98.14861 17.86189)
1760,-97.78362,17.78118,2.57,18.71,96.0,24000.0,2100.0,45.4,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-97.78362 17.78118)
1761,-97.78786,17.7746,5.0,29.07,200.0,24000.0,24000.0,41.4,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-97.78786 17.7746)
1762,-97.78668,17.7751,60.0,172.79,87.81,24000.0,4600.0,10.0,1.0,2.803,1.0,Rojo,LOTICO,POINT (-97.78668 17.7751)
1763,-97.78606,17.77572,22.0,119.07,190.0,24000.0,2400.0,31.6,1.0,1.0,1.0,Rojo,LOTICO,POINT (-97.78606 17.77572)
1764,-105.57036,26.08415,2.0,10.0,28.2,1720.0,3.0,109.0,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-105.57036 26.08415)
1765,-105.10455,25.70145,2.0,10.0,12.8,20.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.10455 25.70145)
1766,-105.04381,25.54661,2.0,10.0,29.29,10.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-105.04381 25.54661)
1767,-105.05768,25.61493,2.0,10.0,10.0,52.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-105.05768 25.61493)
1768,-105.00235,25.59233,2.0,10.0,10.0,727.0,3.0,129.6,1.0,1.0,1.0,Verde,LOTICO,POINT (-105.00235 25.59233)
1769,-104.52392,25.14719,2.0,10.0,10.0,1134.0,3.0,110.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.52392 25.14719)
1770,-104.06635,25.26358,2.0,10.0,15.75,1793.0,3.0,119.8,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.06635 25.26358)
1771,-103.83652,25.27378,2.0,18.66,21.4,432.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-103.83652 25.27378)
1772,-103.81319,25.27459,2.0,10.0,20.88,160.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.81319 25.27459)
1773,-103.77764,25.26567,2.0,22.05,17.9,10.0,3.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-103.77764 25.26567)
1774,-103.76833,25.27506,2.0,10.0,15.47,4611.0,86.0,106.1,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.76833 25.27506)
1775,-103.74252,25.38702,2.0,10.0,10.0,2046.0,10.0,116.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.74252 25.38702)
1776,-103.73193,25.30185,2.0,10.0,10.0,1224.0,96.0,109.9,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.73193 25.30185)
1777,-103.28386,25.06807,2.0,10.0,10.0,374.0,3.0,135.9,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-103.28386 25.06807)
1778,-92.63224,16.71367,10.2,66.24,36.0,1500.0,150.0,75.4,1.0,1.0,1.0,Rojo,LOTICO,POINT (-92.63224 16.71367)
1779,-93.09101,16.7535,12.0,67.6,28.0,1200.0,1200.0,58.6,1.0,1.0,1.0,Rojo,LOTICO,POINT (-93.09101 16.7535)
1780,-93.08889,16.75878,8.55,39.69,32.0,11000.0,11000.0,56.3,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.08889 16.75878)
1781,-93.08186,16.76496,20.8,53.81,48.0,40.0,3.0,60.1,1.0,1.0,1.0,Rojo,LOTICO,POINT (-93.08186 16.76496)
1782,-91.97408,17.48299,3.33,60.02,28.0,4600.0,4600.0,64.3,1.0,1.0,1.0,Rojo,LOTICO,POINT (-91.97408 17.48299)
1783,-93.0551,16.77223,4.74,33.6,12.0,11000.0,11000.0,44.8,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.0551 16.77223)
1784,-93.05511,16.77475,2.0,24.48,104.0,1500.0,1500.0,52.5,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.05511 16.77475)
1785,-93.05335,16.77064,2.85,24.96,168.0,11000.0,4600.0,47.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.05335 16.77064)
1786,-93.14589,16.75975,13.29,62.14,40.0,24000.0,24000.0,50.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-93.14589 16.75975)
1787,-93.0339,16.73989,2.0,30.72,48.0,30.0,3.0,54.4,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.0339 16.73989)
1788,-93.02553,16.72573,2.0,12.96,272.0,930.0,430.0,54.9,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.02553 16.72573)
1789,-93.02746,16.71193,2.13,28.8,48.0,750.0,430.0,54.3,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.02746 16.71193)
1790,-93.01027,16.6859,2.7,37.44,88.0,230.0,230.0,56.4,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.01027 16.6859)
1791,-93.0123,16.68011,5.8,35.82,40.0,4600.0,4600.0,95.5,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.0123 16.68011)
1792,-93.00546,16.68,2.0,34.08,48.0,90.0,90.0,53.8,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.00546 16.68)
1793,-93.01259,16.66621,5.8,37.75,44.0,11000.0,11000.0,65.2,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.01259 16.66621)
1794,-92.99618,16.63054,5.3,37.27,36.0,11000.0,11000.0,61.4,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-92.99618 16.63054)
1795,-93.02751,16.72191,3.48,29.76,28.0,150.0,150.0,55.1,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.02751 16.72191)
1796,-93.04047,16.59912,8.4,33.67,136.0,430.0,430.0,57.1,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.04047 16.59912)
1797,-93.10686,16.62636,14.1,19.03,112.0,1500.0,930.0,57.5,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.10686 16.62636)
1798,-93.08414,16.60905,19.5,33.67,328.0,2100.0,1200.0,55.1,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.08414 16.60905)
1799,-92.97754,16.4932,7.05,29.04,28.0,11000.0,4600.0,98.0,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-92.97754 16.4932)
1800,-92.81385,16.5502,2.0,35.33,24.0,750.0,430.0,50.1,1.0,1.0,1.0,Verde,LOTICO,POINT (-92.81385 16.5502)
1801,-92.79828,16.55025,2.0,46.95,32.0,4600.0,2400.0,53.7,1.0,1.0,1.0,Rojo,LOTICO,POINT (-92.79828 16.55025)
1802,-92.76044,16.41203,2.0,42.59,28.0,930.0,430.0,53.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-92.76044 16.41203)
1803,-92.8685,16.31672,2.0,30.01,16.0,3.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-92.8685 16.31672)
1804,-92.84294,16.27871,2.0,27.59,32.0,40.0,3.0,78.4,1.0,1.0,1.0,Verde,LOTICO,POINT (-92.84294 16.27871)
1805,-92.97254,16.21202,2.0,30.01,28.0,3.0,3.0,90.2,1.0,1.0,1.0,Verde,LOTICO,POINT (-92.97254 16.21202)
1806,-92.59608,16.15315,2.0,40.17,52.0,3.0,3.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-92.59608 16.15315)
1807,-92.5014,16.2253,2.82,336.32,40.0,2400.0,2400.0,81.5,1.0,1.0,1.0,Rojo,LOTICO,POINT (-92.5014 16.2253)
1808,-92.4584,16.27981,2.0,39.2,56.0,4600.0,4600.0,68.7,1.55,1.0,1.0,Amarillo,LOTICO,POINT (-92.4584 16.27981)
1809,-92.44873,16.26851,3.66,30.49,48.0,4600.0,2400.0,89.1,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-92.44873 16.26851)
1810,-92.4983,16.36115,12.0,29.04,24.0,11000.0,11000.0,100.4,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-92.4983 16.36115)
1811,-92.48743,16.30889,4.4,34.85,32.0,2400.0,2400.0,73.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-92.48743 16.30889)
1812,-92.50243,16.38953,11.1,36.3,52.0,24000.0,11000.0,99.4,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-92.50243 16.38953)
1813,-92.29367,16.18342,9.2,27.59,44.0,4600.0,2400.0,58.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-92.29367 16.18342)
1814,-92.20831,16.19785,10.2,51.3,24.0,750.0,230.0,61.1,1.0,1.0,1.0,Rojo,LOTICO,POINT (-92.20831 16.19785)
1815,-92.19,16.2004,8.0,47.43,32.0,1500.0,750.0,49.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-92.19 16.2004)
1816,-92.1953,16.1952,7.8,39.69,40.0,1500.0,1500.0,66.1,1.235,1.0,1.0,Amarillo,LOTICO,POINT (-92.1953 16.1952)
1817,-91.82552,16.15124,14.34,41.76,64.0,3.0,3.0,54.7,1.0,1.0,1.0,Rojo,LOTICO,POINT (-91.82552 16.15124)
1818,-91.7739,16.1501,6.17,49.92,32.0,3.0,3.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-91.7739 16.1501)
1819,-91.75844,16.12924,11.76,41.28,40.0,3.0,3.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-91.75844 16.12924)
1820,-91.73166,16.12743,2.63,27.01,32.0,3.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-91.73166 16.12743)
1821,-91.72913,16.12011,11.18,36.48,36.0,3.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-91.72913 16.12011)
1822,-91.7059,16.10671,6.84,45.04,24.0,3.0,3.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-91.7059 16.10671)
1823,-91.66891,16.10183,8.82,37.92,28.0,3.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-91.66891 16.10183)
1824,-91.67519,16.0853,5.94,65.76,24.0,3.0,3.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-91.67519 16.0853)
1825,-91.66927,16.08659,4.92,64.8,20.0,3.0,3.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-91.66927 16.08659)
1826,-91.91038,15.82521,6.0,31.2,24.0,110.0,110.0,77.2,1.0,1.0,1.0,Verde,LOTICO,POINT (-91.91038 15.82521)
1827,-92.2042,15.82156,5.22,30.24,28.0,930.0,750.0,81.2,1.0,1.0,1.0,Verde,LOTICO,POINT (-92.2042 15.82156)
1828,-92.49302,16.06046,2.0,29.52,32.0,3.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-92.49302 16.06046)
1829,-92.52356,16.10099,2.0,28.07,32.0,430.0,150.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-92.52356 16.10099)
1830,-92.56103,16.11814,2.0,33.4,36.0,40.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-92.56103 16.11814)
1831,-92.45029,16.21274,9.0,373.16,56.0,24000.0,24000.0,61.9,1.0,1.0,1.0,Rojo,LOTICO,POINT (-92.45029 16.21274)
1832,-92.64566,16.71376,85.23,94.22,24.3,930.0,150.0,58.4,1.0,1.0,1.0,Rojo,LOTICO,POINT (-92.64566 16.71376)
1833,-92.61464,16.7338,5.4,32.64,56.0,2400.0,930.0,77.1,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-92.61464 16.7338)
1834,-92.64893,16.72978,16.21,25.92,48.0,30.0,30.0,55.1,1.0,1.0,1.0,Verde,LOTICO,POINT (-92.64893 16.72978)
1835,-92.64697,16.72885,8.63,21.12,56.0,2400.0,2400.0,59.2,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-92.64697 16.72885)
1836,-91.95372,17.49416,3.18,49.85,20.0,4600.0,4600.0,62.1,1.0,1.0,1.0,Rojo,LOTICO,POINT (-91.95372 17.49416)
1837,-92.64666,16.72649,34.06,378.19,24.3,430.0,430.0,65.4,1.0,1.0,1.0,Rojo,LOTICO,POINT (-92.64666 16.72649)
1838,-92.61793,16.74755,11.4,25.44,40.0,930.0,930.0,71.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-92.61793 16.74755)
1839,-92.08452,16.23385,78.64,213.43,48.0,11000.0,11000.0,41.0,1.0,1.0,1.0,Rojo,LOTICO,POINT (-92.08452 16.23385)
1840,-92.36121,15.03358,2.0,28.07,12.0,2400.0,2400.0,83.7,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-92.36121 15.03358)
1841,-93.09297,16.93472,2.18,36.78,12.0,430.0,230.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-93.09297 16.93472)
1842,-93.0919,16.90213,3.18,41.14,16.0,90.0,90.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-93.0919 16.90213)
1843,-93.09783,16.92513,5.21,32.91,16.0,40.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-93.09783 16.92513)
1844,-93.10415,16.88565,4.05,40.66,16.0,210.0,210.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-93.10415 16.88565)
1845,-93.11468,16.8903,2.6,41.14,10.0,90.0,90.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-93.11468 16.8903)
1846,-93.10673,16.87553,2.85,27.84,12.0,280.0,280.0,72.9,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.10673 16.87553)
1847,-93.09238,16.83076,2.78,21.12,12.0,390.0,230.0,70.3,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.09238 16.83076)
1848,-93.06881,16.80066,3.12,29.76,20.0,2400.0,2400.0,71.2,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.06881 16.80066)
1849,-93.14946,16.75929,13.2,50.82,36.0,40.0,3.0,51.8,1.0,1.0,1.0,Rojo,LOTICO,POINT (-93.14946 16.75929)
1850,-93.15977,16.75764,11.73,47.12,32.0,2100.0,2100.0,56.3,1.0,1.0,1.0,Rojo,LOTICO,POINT (-93.15977 16.75764)
1851,-93.09962,16.93494,3.33,40.17,20.0,90.0,90.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-93.09962 16.93494)
1852,-93.11525,16.96432,8.48,18.09,44.0,24000.0,24000.0,94.1,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.11525 16.96432)
1853,-93.05663,16.89441,8.07,33.88,24.0,40.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-93.05663 16.89441)
1854,-93.3963,17.03913,7.08,20.01,36.0,210.0,90.0,92.1,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.3963 17.03913)
1855,-93.39415,17.01982,8.01,21.47,32.0,40.0,3.0,88.5,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.39415 17.01982)
1856,-93.45285,17.0632,3.18,24.48,32.0,24000.0,24000.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-93.45285 17.0632)
1857,-93.514,17.1227,7.8,24.0,20.0,2100.0,1500.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-93.514 17.1227)
1858,-93.53594,17.1317,2.19,21.12,12.0,40.0,40.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-93.53594 17.1317)
1859,-93.6162,17.1791,6.48,36.0,16.0,2100.0,930.0,68.3,1.0,1.0,1.0,Amarillo,LENTICO,POINT (-93.6162 17.1791)
1860,-93.6009,17.1736,4.38,25.44,32.0,930.0,230.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-93.6009 17.1736)
1861,-93.59606,17.18933,2.88,22.45,28.0,280.0,280.0,44.1,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.59606 17.18933)
1862,-93.67608,17.1584,6.96,24.96,12.0,930.0,230.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-93.67608 17.1584)
1863,-93.80875,17.04103,16.81,19.68,40.0,90.0,90.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-93.80875 17.04103)
1864,-93.66954,16.68715,7.8,18.88,16.0,2400.0,2400.0,60.5,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.66954 16.68715)
1865,-93.56071,16.69286,6.2,30.98,76.0,2400.0,2400.0,70.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.56071 16.69286)
1866,-93.86855,16.58544,7.8,24.68,24.0,4600.0,4600.0,88.2,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.86855 16.58544)
1867,-93.96089,16.51595,5.4,21.78,16.0,4600.0,4600.0,86.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.96089 16.51595)
1868,-93.91898,16.0871,2.63,27.01,52.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.91898 16.0871)
1869,-93.88911,16.07054,2.63,27.01,34.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.88911 16.07054)
1870,-93.8712,16.0414,2.63,27.01,21.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.8712 16.0414)
1871,-93.83118,15.99433,2.63,27.01,16.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.83118 15.99433)
1872,-93.85148,15.95302,2.63,27.01,31.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.85148 15.95302)
1873,-93.84631,15.95033,2.63,27.01,31.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.84631 15.95033)
1874,-93.80973,15.93082,2.63,27.01,35.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.80973 15.93082)
1875,-93.80629,15.92898,2.63,27.01,37.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.80629 15.92898)
1876,-93.77869,15.93741,2.63,27.01,21.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.77869 15.93741)
1877,-93.75476,15.94804,2.63,27.01,16.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.75476 15.94804)
1878,-93.69314,15.91829,2.63,27.01,19.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.69314 15.91829)
1879,-93.67158,15.94969,2.63,27.01,40.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.67158 15.94969)
1880,-93.64928,15.9375,2.63,27.01,24.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.64928 15.9375)
1881,-93.66199,15.87287,2.63,27.01,29.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.66199 15.87287)
1882,-93.68641,15.86072,2.63,27.01,35.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.68641 15.86072)
1883,-93.58886,15.83355,7.8,32.91,24.0,3.0,3.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.58886 15.83355)
1884,-93.57961,15.81001,7.14,28.07,20.0,40.0,3.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.57961 15.81001)
1885,-93.5267,15.7633,4.2,38.72,44.0,40.0,40.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.5267 15.7633)
1886,-93.50629,15.76756,13.82,37.27,24.0,3.0,3.0,62.4,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.50629 15.76756)
1887,-93.51442,15.74165,13.82,38.72,24.0,3.0,3.0,63.7,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.51442 15.74165)
1888,-93.4191,15.773,2.0,22.26,28.0,40.0,40.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.4191 15.773)
1889,-93.41513,15.65757,2.63,27.01,40.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.41513 15.65757)
1890,-93.41174,15.6545,2.63,27.01,37.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.41174 15.6545)
1891,-93.34917,15.60208,2.63,27.01,40.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.34917 15.60208)
1892,-93.3437,15.5977,2.63,27.01,35.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.3437 15.5977)
1893,-93.32493,15.58121,2.63,27.01,39.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.32493 15.58121)
1894,-93.31564,15.57948,2.63,27.01,42.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.31564 15.57948)
1895,-93.23706,15.55263,4.0,665.61,10.0,1500.0,930.0,44.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-93.23706 15.55263)
1896,-93.2233,15.50796,2.63,27.01,24.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.2233 15.50796)
1897,-93.15173,15.48348,3.6,64.32,16.0,430.0,230.0,80.1,1.0,1.0,1.0,Rojo,LOTICO,POINT (-93.15173 15.48348)
1898,-93.21907,15.67258,5.76,18.39,40.0,3.0,3.0,68.2,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.21907 15.67258)
1899,-93.21074,15.6989,2.0,16.46,32.0,3.0,3.0,66.2,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.21074 15.6989)
1900,-93.33557,16.20966,2.0,22.08,64.0,930.0,930.0,56.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-93.33557 16.20966)
1901,-93.20357,16.27743,6.54,21.12,52.0,750.0,430.0,36.3,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.20357 16.27743)
1902,-93.72305,16.08672,6.36,19.36,28.0,40.0,3.0,58.0,1.0,1.0,1.0,Verde,LOTICO,POINT (-93.72305 16.08672)
1903,-93.94292,15.98996,2.63,27.01,32.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.94292 15.98996)
1904,-94.00607,16.10613,2.63,27.01,46.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-94.00607 16.10613)
1905,-94.05579,16.11778,2.63,27.01,31.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-94.05579 16.11778)
1906,-94.09271,16.12867,2.63,27.01,45.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-94.09271 16.12867)
1907,-93.67914,15.85314,2.63,27.01,29.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.67914 15.85314)
1908,-93.67544,15.85014,2.63,27.01,26.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-93.67544 15.85014)
1909,-94.14322,16.15249,2.63,27.01,34.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-94.14322 16.15249)
