,LONGITUD,LATITUD,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT,TOX_FIS_SUP_15_UT,SEMAFORO,GRUPO,Coordenadas
0,-102.33911,22.2473,6.0,54.08,13.75,1162.0,98.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-102.33911 22.2473)
1,-109.8429,22.90473,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.8429 22.90473)
2,-109.86442,22.8988,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.86442 22.8988)
3,-109.88604,22.89609,2.63,27.01,13.9667,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.88604 22.89609)
4,-109.89657,22.87694,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.89657 22.87694)
5,-109.9025,22.88,2.63,27.01,22.0667,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.9025 22.88)
6,-109.9054,22.8831,2.63,27.01,13.9667,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.9054 22.8831)
7,-110.23902,23.4393,2.63,27.01,57.85,2400.0,424.0,68.3,1.0,1.0,1.0,Rojo,COSTERO,POINT (-110.23902 23.4393)
8,-110.22379,23.45805,2.0,10.0,33.9,3873.0,512.0,83.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-110.22379 23.45805)
9,-109.80786,23.43995,2.0,10.0,25.6,189.0,3.0,137.0,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-109.80786 23.43995)
10,-109.8261,23.39128,4.26,27.98,14.0,1408.0,84.0,90.0,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-109.8261 23.39128)
11,-110.95153,24.50289,2.0,10.0,10.0,15531.0,538.0,25.0,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-110.95153 24.50289)
12,-111.00268,24.46953,2.0,10.0,10.0,10.0,3.0,104.8,1.0,1.0,1.0,Verde,LOTICO,POINT (-111.00268 24.46953)
13,-109.77912,23.337,6.4,10.0,10.0,24196.0,14136.0,68.3,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-109.77912 23.337)
14,-109.84545,23.73546,2.0,10.0,10.0,218.0,3.0,95.1,1.0,1.0,1.0,Verde,LOTICO,POINT (-109.84545 23.73546)
15,-111.80531,26.06218,2.0,10.0,10.0,663.0,74.0,93.4,1.0,1.0,1.0,Verde,LOTICO,POINT (-111.80531 26.06218)
16,-113.46249,26.80955,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-113.46249 26.80955)
17,-112.09347,25.69695,2.63,27.01,19.5333,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-112.09347 25.69695)
18,-111.8325,26.03686,2.0,10.0,10.1,1408.0,368.0,85.4,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-111.8325 26.03686)
19,-111.23517,25.7233,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.23517 25.7233)
20,-111.2583,25.74527,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.2583 25.74527)
21,-111.30427,25.80818,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.30427 25.80818)
22,-111.33986,25.8758,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.33986 25.8758)
23,-111.33105,25.8363,2.63,27.01,16.8571,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.33105 25.8363)
24,-111.33488,26.00486,2.63,27.01,13.8667,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.33488 26.00486)
25,-111.34405,26.02468,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.34405 26.02468)
26,-111.326,26.061,2.63,27.01,10.7333,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.326 26.061)
27,-111.77255,26.56365,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.77255 26.56365)
28,-111.8147,26.62937,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.8147 26.62937)
29,-111.88428,26.70713,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.88428 26.70713)
30,-111.93964,26.88707,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.93964 26.88707)
31,-111.9534,26.9002,2.63,27.01,13.8,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.9534 26.9002)
32,-111.98679,26.88692,2.0,10.0,10.0,14136.0,20.0,98.2,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-111.98679 26.88692)
33,-111.98267,26.88867,4.98,15.19,10.0,1720.0,3.0,86.2,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-111.98267 26.88867)
34,-112.26147,27.33785,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-112.26147 27.33785)
35,-112.26933,27.35023,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Rojo,COSTERO,POINT (-112.26933 27.35023)
36,-113.17406,26.96917,2.63,27.01,49.4667,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-113.17406 26.96917)
37,-113.14605,26.94383,2.63,27.01,14.92,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-113.14605 26.94383)
38,-113.14135,26.9028,2.63,27.01,31.6,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-113.14135 26.9028)
39,-113.17136,26.87106,2.63,27.01,25.28,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-113.17136 26.87106)
40,-113.15,26.786,2.63,27.01,13.4,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-113.15 26.786)
41,-112.2933,27.37706,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-112.2933 27.37706)
42,-113.2707,26.7362,2.63,27.01,11.6667,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-113.2707 26.7362)
43,-113.26459,26.81313,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-113.26459 26.81313)
44,-113.70728,26.7894,2.63,27.01,14.6667,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-113.70728 26.7894)
45,-113.65367,26.76086,2.63,27.01,14.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-113.65367 26.76086)
46,-112.47136,26.25615,2.63,27.01,11.5333,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-112.47136 26.25615)
47,-114.19292,27.75162,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-114.19292 27.75162)
48,-114.283,27.76011,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-114.283 27.76011)
49,-114.10713,27.6475,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-114.10713 27.6475)
50,-114.14141,27.68167,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-114.14141 27.68167)
51,-114.2036,27.8463,2.63,27.01,16.3333,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-114.2036 27.8463)
52,-114.27864,27.86918,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-114.27864 27.86918)
53,-113.97281,27.74018,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-113.97281 27.74018)
54,-112.50886,26.38214,2.0,24.24,10.0,2613.0,10.0,200.0,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-112.50886 26.38214)
55,-109.60857,23.61961,5.46,14.98,73.4,495.0,384.0,143.07,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-109.60857 23.61961)
56,-112.89735,27.29764,2.0,13.5,10.0,1650.0,10.0,122.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-112.89735 27.29764)
57,-112.00876,26.2298,2.0,10.0,10.0,3255.0,10.0,111.8,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-112.00876 26.2298)
58,-112.12748,26.15856,7.1,138.5,30.4,2481.0,3.0,68.3,1.0,1.0,1.0,Rojo,LOTICO,POINT (-112.12748 26.15856)
59,-112.12343,25.1991,2.63,27.01,35.15,2400.0,424.0,68.3,1.0,1.0,1.0,Rojo,COSTERO,POINT (-112.12343 25.1991)
60,-112.12122,24.78773,2.63,27.01,43.45,2400.0,424.0,68.3,1.0,1.0,1.0,Rojo,COSTERO,POINT (-112.12122 24.78773)
61,-112.0109,24.6799,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Amarillo,COSTERO,POINT (-112.0109 24.6799)
62,-111.8176,24.4793,2.63,27.01,16.52,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.8176 24.4793)
63,-112.13747,24.63284,2.63,27.01,24.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-112.13747 24.63284)
64,-111.74285,24.54675,2.63,27.01,15.24,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.74285 24.54675)
65,-113.63021,26.73946,2.63,27.01,20.6667,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-113.63021 26.73946)
66,-111.55928,24.40499,2.63,27.01,16.48,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-111.55928 24.40499)
67,-110.21183,23.39026,2.0,29.12,10.0,2046.0,131.0,22.4,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-110.21183 23.39026)
68,-112.11671,25.26685,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-112.11671 25.26685)
69,-110.31682,24.16496,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Rojo,COSTERO,POINT (-110.31682 24.16496)
70,-110.32484,24.17006,2.63,27.01,10.0667,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-110.32484 24.17006)
71,-110.32851,24.27517,2.63,27.01,22.36,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-110.32851 24.27517)
72,-110.30345,24.21409,2.63,27.01,23.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-110.30345 24.21409)
73,-110.31084,24.21853,2.63,27.01,23.24,2400.0,424.0,68.3,1.0,1.0,1.0,Rojo,COSTERO,POINT (-110.31084 24.21853)
74,-110.3137,24.2243,2.63,27.01,34.68,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-110.3137 24.2243)
75,-110.31742,24.24291,2.63,27.01,13.08,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-110.31742 24.24291)
76,-110.3164,24.2582,2.63,27.01,24.55,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-110.3164 24.2582)
77,-110.32374,24.26563,2.63,27.01,27.72,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-110.32374 24.26563)
78,-110.42535,24.15676,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-110.42535 24.15676)
79,-110.42442,24.13794,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-110.42442 24.13794)
80,-110.42209,24.11737,2.63,27.01,13.5,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-110.42209 24.11737)
81,-110.35493,24.11762,2.63,27.01,34.5,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-110.35493 24.11762)
82,-109.99047,24.07696,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.99047 24.07696)
83,-109.83324,23.98474,2.63,27.01,10.2333,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.83324 23.98474)
84,-109.70028,23.09,2.0,10.0,10.0,24196.0,3076.0,69.1,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-109.70028 23.09)
85,-109.69258,23.69201,2.63,27.01,10.4333,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.69258 23.69201)
86,-109.69636,23.67178,2.63,27.01,10.3,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.69636 23.67178)
87,-109.6072,23.62191,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.6072 23.62191)
88,-109.42626,23.43498,2.63,27.01,15.4,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.42626 23.43498)
89,-109.42467,23.40421,2.63,27.01,10.5667,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.42467 23.40421)
90,-109.69102,23.05754,2.0,10.0,10.0,17329.0,97.0,50.8,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-109.69102 23.05754)
91,-109.68738,23.05032,4.66,12.42,14.7,17863.0,171.0,84.1,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-109.68738 23.05032)
92,-109.68889,23.04306,2.63,27.01,37.05,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.68889 23.04306)
93,-109.68059,23.04946,5.3,10.0,16.4,24196.0,489.0,22.0,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-109.68059 23.04946)
94,-109.64452,23.06673,2.63,27.01,27.64,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.64452 23.06673)
95,-109.71361,23.01398,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-109.71361 23.01398)
96,-90.45546,20.69907,2.63,27.01,22.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.45546 20.69907)
97,-90.50431,20.44502,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.50431 20.44502)
98,-90.49591,20.33071,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.49591 20.33071)
99,-90.49703,20.25984,2.63,27.01,10.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.49703 20.25984)
100,-90.4997,20.0496,2.63,27.01,24.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.4997 20.0496)
101,-90.51683,19.87422,2.63,27.01,21.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.51683 19.87422)
102,-90.59334,19.81477,2.63,27.01,30.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.59334 19.81477)
103,-90.62183,19.79481,2.63,27.01,21.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.62183 19.79481)
104,-90.61815,19.79623,2.63,27.01,14.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.61815 19.79623)
105,-90.70394,19.6606,2.63,27.01,23.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.70394 19.6606)
106,-90.70601,19.46154,2.63,27.01,64.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.70601 19.46154)
107,-90.72509,19.35815,2.63,27.01,12.0,2400.0,424.0,68.3,1.0,1.0,1.0,Amarillo,COSTERO,POINT (-90.72509 19.35815)
108,-90.61368,19.28103,5.73,42.72,10.0,230.0,210.0,58.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-90.61368 19.28103)
109,-90.57425,19.29644,7.68,43.68,10.0,430.0,40.0,50.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-90.57425 19.29644)
110,-90.46921,19.30365,8.06,57.12,10.0,90.0,3.0,45.3,2.295,1.0,1.0,Rojo,LOTICO,POINT (-90.46921 19.30365)
111,-91.01078,19.10951,2.63,27.01,53.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-91.01078 19.10951)
112,-90.86936,19.21135,2.63,27.01,55.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.86936 19.21135)
113,-90.71163,18.96285,11.06,21.96,10.0,90.0,40.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-90.71163 18.96285)
114,-90.29456,18.64079,18.86,49.78,18.0,230.0,90.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-90.29456 18.64079)
115,-90.27489,18.64156,33.42,50.75,10.0,430.0,230.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-90.27489 18.64156)
116,-90.27154,18.49958,27.42,67.34,10.0,90.0,40.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-90.27154 18.49958)
117,-90.21145,18.47998,30.66,67.83,10.0,90.0,90.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-90.21145 18.47998)
118,-92.3104,18.6726,2.63,27.01,154.0,2400.0,424.0,68.3,1.0,1.0,1.0,Amarillo,COSTERO,POINT (-92.3104 18.6726)
119,-92.09435,18.25307,2.0,29.04,268.0,2400.0,2400.0,43.6,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-92.09435 18.25307)
120,-92.10888,18.12662,2.0,26.14,208.0,70.0,70.0,49.2,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-92.10888 18.12662)
121,-90.84356,17.89107,9.66,26.35,10.0,40.0,3.0,51.7,1.0,1.0,1.0,Verde,LOTICO,POINT (-90.84356 17.89107)
122,-90.53662,19.85149,2.63,27.01,28.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.53662 19.85149)
123,-90.79433,17.89364,4.74,37.09,10.0,430.0,40.0,60.2,2.699,1.0,1.0,Verde,LOTICO,POINT (-90.79433 17.89364)
124,-90.52646,19.85821,2.63,27.01,30.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.52646 19.85821)
125,-90.73634,18.17039,4.77,39.53,10.0,210.0,40.0,61.7,1.0,1.0,1.0,Verde,LOTICO,POINT (-90.73634 18.17039)
126,-90.64638,18.81138,3.63,47.43,20.0,3.0,3.0,68.3,1.0,1.0,1.0,Rojo,LENTICO,POINT (-90.64638 18.81138)
127,-90.70095,18.29958,5.1,56.12,10.0,70.0,3.0,57.1,2.937,1.0,1.0,Rojo,LOTICO,POINT (-90.70095 18.29958)
128,-91.09881,18.543,8.49,51.84,10.0,230.0,90.0,50.1,1.0,1.0,1.0,Rojo,LOTICO,POINT (-91.09881 18.543)
129,-91.12435,18.54964,4.32,53.76,10.0,90.0,3.0,49.7,1.0,1.0,1.0,Rojo,LOTICO,POINT (-91.12435 18.54964)
130,-91.29465,18.6236,2.63,27.01,15.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-91.29465 18.6236)
131,-91.24166,18.74618,2.63,27.01,17.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-91.24166 18.74618)
132,-91.25088,18.9408,2.63,27.01,48.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-91.25088 18.9408)
133,-91.18438,18.99385,2.63,27.01,41.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-91.18438 18.99385)
134,-91.5304,18.7777,2.63,27.01,43.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-91.5304 18.7777)
135,-91.52096,18.61958,2.63,27.01,17.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-91.52096 18.61958)
136,-91.41981,18.52607,2.63,27.01,37.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-91.41981 18.52607)
137,-91.52379,18.45576,2.63,27.01,39.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-91.52379 18.45576)
138,-91.54404,18.32112,10.14,60.48,10.0,90.0,40.0,51.0,1.0,1.0,1.0,Rojo,LOTICO,POINT (-91.54404 18.32112)
139,-91.5135,18.21123,12.21,67.68,10.0,230.0,40.0,54.7,1.0,1.0,1.0,Rojo,LOTICO,POINT (-91.5135 18.21123)
140,-91.30214,18.26325,4.14,62.4,10.0,40.0,3.0,50.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-91.30214 18.26325)
141,-91.30887,18.38922,5.52,64.32,10.0,70.0,40.0,49.2,1.0,1.0,1.0,Rojo,LOTICO,POINT (-91.30887 18.38922)
142,-90.55929,19.83253,2.63,27.01,35.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-90.55929 19.83253)
143,-91.04966,18.1873,3.27,27.82,10.0,430.0,230.0,56.8,1.0,1.0,1.0,Verde,LOTICO,POINT (-91.04966 18.1873)
144,-91.0242,18.1481,11.85,40.99,10.0,40.0,3.0,55.6,1.696,1.0,1.0,Rojo,LOTICO,POINT (-91.0242 18.1481)
145,-91.88743,18.5538,2.63,27.01,52.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-91.88743 18.5538)
146,-91.84436,18.50796,2.63,27.01,55.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-91.84436 18.50796)
147,-91.78525,18.49624,2.63,27.01,42.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-91.78525 18.49624)
148,-91.85875,18.61465,2.63,27.01,51.0,2400.0,424.0,68.3,1.0,1.0,1.0,Verde,COSTERO,POINT (-91.85875 18.61465)
149,-106.3704,31.70936,2.0,28.7,10.0,175.0,60.0,94.4,1.0,1.651,1.0,Verde,LOTICO,POINT (-106.3704 31.70936)
150,-106.3323,31.64078,49.6,281.65,109.67,241960.0,241960.0,68.3,1.0,6.781,1.0,Rojo,LOTICO,POINT (-106.3323 31.64078)
151,-106.2915,31.57044,6.42,62.18,30.4,24196.0,24196.0,33.0,1.0,1.0,1.0,Rojo,LOTICO,POINT (-106.2915 31.57044)
152,-106.11747,31.39817,42.9,164.15,41.8,24196.0,24196.0,27.0,1.0,1.602,1.0,Rojo,LOTICO,POINT (-106.11747 31.39817)
153,-105.63465,26.95994,127.75,235.25,47.33,15531000.0,12997000.0,10.0,1.0,5.704,1.0,Rojo,LOTICO,POINT (-105.63465 26.95994)
154,-107.9738,30.24881,2.0,14.35,16.72,148.0,3.0,104.8,1.0,1.0,1.0,Verde,LOTICO,POINT (-107.9738 30.24881)
155,-107.43668,28.38869,2.0,10.0,10.0,52.0,3.0,120.2,1.0,1.0,1.0,Verde,LOTICO,POINT (-107.43668 28.38869)
156,-105.31327,28.93573,2.0,18.48,13.8,3.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.31327 28.93573)
157,-105.31778,28.92951,2.0,25.2,13.29,3.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.31778 28.92951)
158,-106.0635,28.65974,9.2,43.83,18.4,4611.0,1789.0,68.3,1.0,1.0,1.0,Rojo,LOTICO,POINT (-106.0635 28.65974)
159,-106.06481,28.66067,27.42,82.75,29.25,24196.0,24196.0,20.1,1.0,1.0,1.0,Rojo,LOTICO,POINT (-106.06481 28.66067)
160,-106.06249,28.6603,35.5,308.5,74.75,24196.0,24196.0,68.3,1.0,1.0,1.0,Rojo,LOTICO,POINT (-106.06249 28.6603)
161,-105.29129,28.96984,2.0,19.97,10.0,52.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.29129 28.96984)
162,-105.27562,28.97921,4.44,16.64,10.0,31.0,10.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.27562 28.97921)
163,-105.98519,28.71177,20.9,60.5,18.71,24196.0,24196.0,53.9,1.0,1.0,1.0,Rojo,LOTICO,POINT (-105.98519 28.71177)
164,-105.30391,28.87382,2.0,13.44,133.83,40.0,40.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.30391 28.87382)
165,-105.30691,28.91117,2.0,20.16,19.33,3.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.30691 28.91117)
166,-105.30842,28.92445,2.0,10.92,19.75,3.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.30842 28.92445)
167,-105.30365,28.96204,2.0,26.04,10.65,3.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.30365 28.96204)
168,-105.3012,28.9668,2.0,22.68,11.31,364.0,10.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.3012 28.9668)
169,-105.27812,28.98241,2.0,17.47,10.0,31.0,3.0,68.3,1.0,1.0,1.0,Verde,LENTICO,POINT (-105.27812 28.98241)
170,-105.28213,28.9877,2.0,16.64,10.0,3.0,3.0,98.0,1.0,1.0,1.0,Verde,LOTICO,POINT (-105.28213 28.9877)
171,-104.86591,29.55439,2.0,10.92,58.0,1523.0,52.0,97.1,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.86591 29.55439)
172,-104.47619,29.54503,2.0,11.76,104.0,2755.0,63.0,97.2,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.47619 29.54503)
173,-104.39498,29.55618,2.0,13.44,127.88,3448.0,187.0,96.4,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.39498 29.55618)
174,-104.37767,29.54219,2.0,10.0,113.5,4884.0,85.0,97.2,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.37767 29.54219)
175,-107.97746,30.40249,2.0,15.19,10.0,1439.0,201.0,93.5,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-107.97746 30.40249)
176,-104.95257,27.03243,2.0,10.0,10.0,1450.0,144.0,101.0,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-104.95257 27.03243)
177,-105.1714,27.7057,2.0,126.25,24.3,120330.0,32550.0,88.1,1.0,1.0,1.0,Rojo,LOTICO,POINT (-105.1714 27.7057)
178,-105.62596,28.165,2.0,21.0,56.13,480.0,97.0,102.7,1.0,1.0,1.0,Verde,LOTICO,POINT (-105.62596 28.165)
179,-105.47205,28.26253,2.0,20.16,93.4,14136.0,8664.0,69.7,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-105.47205 28.26253)
180,-105.43816,28.42361,2.0,25.2,82.88,3654.0,459.0,94.1,1.0,1.0,1.0,Amarillo,LOTICO,POINT (-105.43816 28.42361)
